feature,year,gender,number_of_jobs,median_income
0-5 years,2020-21,Females,2.119,8003
0-5 years,2021-22,Females,2.847,8030
0-5 years,2017-18,Females,0.363,3278
0-5 years,2018-19,Females,0.317,2967
0-5 years,2019-20,Females,0.341,3200
0-5 years,2020-21,Females,0.347,4102
0-5 years,2021-22,Females,0.264,3404
0-5 years,2017-18,Females,0.131,9905
0-5 years,2018-19,Females,0.163,10156
0-5 years,2019-20,Females,0.146,16191
0-5 years,2020-21,Females,0.189,10839
0-5 years,2021-22,Females,0.256,12247
0-5 years,2017-18,Females,0.047,17017
0-5 years,2018-19,Females,0.057,13736
0-5 years,2019-20,Females,0.081,13276
0-5 years,2020-21,Females,0.095,17572
0-5 years,2021-22,Females,0.071,11380
0-5 years,2017-18,Females,0.06,11900
0-5 years,2018-19,Females,0.074,10892
0-5 years,2019-20,Females,0.058,20044
0-5 years,2020-21,Females,0.085,10498
0-5 years,2021-22,Females,0.093,10050
0-5 years,2017-18,Females,0.244,8855
0-5 years,2018-19,Females,0.345,8999
0-5 years,2019-20,Females,0.399,10843
0-5 years,2020-21,Females,0.485,9106
0-5 years,2021-22,Females,0.511,8321
0-5 years,2017-18,Females,0.31,3636
0-5 years,2018-19,Females,0.332,3948
0-5 years,2019-20,Females,0.403,4585
0-5 years,2020-21,Females,0.562,4692
0-5 years,2021-22,Females,0.728,3762
0-5 years,2017-18,Females,0.031,2753
0-5 years,2018-19,Females,0.061,3320
0-5 years,2019-20,Females,0.056,8499
0-5 years,2020-21,Females,0.085,4301
0-5 years,2021-22,Females,0.115,3117
0-5 years,2017-18,Females,0.013,2695
0-5 years,2018-19,Females,0.032,677
0-5 years,2019-20,Females,0.022,1735
0-5 years,2020-21,Females,0.02,3208
0-5 years,2021-22,Females,0.009,3071
0-5 years,2017-18,Females,0.053,10964
0-5 years,2018-19,Females,0.074,7797
0-5 years,2019-20,Females,0.055,18421
0-5 years,2020-21,Females,0.07,12922
0-5 years,2021-22,Females,0.054,7085
0-5 years,2017-18,Females,0.038,7949
0-5 years,2018-19,Females,0.032,5123
0-5 years,2019-20,Females,0.028,5785
0-5 years,2020-21,Females,0.049,6031
0-5 years,2021-22,Females,0.039,6871
0-5 years,2017-18,Females,0.106,5479
0-5 years,2018-19,Females,0.135,8438
0-5 years,2019-20,Females,0.121,10729
0-5 years,2020-21,Females,0.155,7044
0-5 years,2021-22,Females,0.141,6322
0-5 years,2017-18,Females,0.465,5589
0-5 years,2018-19,Females,0.593,5065
0-5 years,2019-20,Females,0.498,7981
0-5 years,2020-21,Females,0.719,5233
0-5 years,2021-22,Females,1.07,5107
0-5 years,2017-18,Females,0.047,31564
0-5 years,2018-19,Females,0.084,29727
0-5 years,2019-20,Females,0.087,25037
0-5 years,2020-21,Females,0.098,20107
0-5 years,2021-22,Females,0.058,9493
0-5 years,2017-18,Females,0.168,3611
0-5 years,2018-19,Females,0.219,4299
0-5 years,2019-20,Females,0.242,5940
0-5 years,2020-21,Females,0.221,7659
0-5 years,2021-22,Females,0.155,6348
0-5 years,2017-18,Females,0.682,11704
0-5 years,2018-19,Females,0.688,12123
0-5 years,2019-20,Females,0.695,14385
0-5 years,2020-21,Females,0.976,11348
0-5 years,2021-22,Females,0.956,10234
0-5 years,2017-18,Females,0.012,5711
0-5 years,2018-19,Females,0.021,2103
0-5 years,2019-20,Females,0.026,5708
0-5 years,2020-21,Females,0.038,4678
0-5 years,2021-22,Females,0.034,1388
0-5 years,2017-18,Females,0.14,7235
0-5 years,2018-19,Females,0.2,6760
0-5 years,2019-20,Females,0.19,9651
0-5 years,2020-21,Females,0.223,7410
0-5 years,2021-22,Females,0.222,5609
0-5 years,2017-18,Females,3.092,6464
0-5 years,2018-19,Females,3.556,6643
0-5 years,2019-20,Females,3.575,8873
0-5 years,2020-21,Females,4.53,7263
0-5 years,2021-22,Females,4.874,6147
0-5 years,2017-18,Persons,1.641,3390
0-5 years,2018-19,Persons,1.394,3502
0-5 years,2019-20,Persons,1.458,3398
0-5 years,2020-21,Persons,1.588,4389
0-5 years,2021-22,Persons,1.202,4385
0-5 years,2017-18,Persons,0.029,6423
0-5 years,2018-19,Persons,0.038,18738
0-5 years,2019-20,Persons,0.023,44115
0-5 years,2020-21,Persons,0.016,12885
0-5 years,2021-22,Persons,0.027,30525
0-5 years,2017-18,Persons,2.086,22097
0-5 years,2018-19,Persons,2.309,20640
0-5 years,2019-20,Persons,2.13,26262
0-5 years,2020-21,Persons,2.505,20182
0-5 years,2021-22,Persons,2.399,21545
0-5 years,2017-18,Persons,0.061,11343
0-5 years,2018-19,Persons,0.084,19317
0-5 years,2019-20,Persons,0.084,16391
0-5 years,2020-21,Persons,0.1,18070
0-5 years,2021-22,Persons,0.082,24473
0-5 years,2017-18,Persons,2.489,17593
0-5 years,2018-19,Persons,2.338,19532
0-5 years,2019-20,Persons,2.245,19234
0-5 years,2020-21,Persons,2.163,18747
0-5 years,2021-22,Persons,1.67,17395
0-5 years,2017-18,Persons,0.684,16867
0-5 years,2018-19,Persons,0.7,18271
0-5 years,2019-20,Persons,0.617,21915
0-5 years,2020-21,Persons,0.757,13544
0-5 years,2021-22,Persons,0.672,13618
0-5 years,2017-18,Persons,1.153,12488
0-5 years,2018-19,Persons,1.269,12910
0-5 years,2019-20,Persons,1.378,15077
0-5 years,2020-21,Persons,1.58,11911
0-5 years,2021-22,Persons,1.692,11125
0-5 years,2017-18,Persons,1.187,5364
0-5 years,2018-19,Persons,1.265,6661
0-5 years,2019-20,Persons,1.406,6152
0-5 years,2020-21,Persons,1.782,5849
0-5 years,2021-22,Persons,2.134,4639
0-5 years,2017-18,Persons,1.047,6597
0-5 years,2018-19,Persons,1.235,6602
0-5 years,2019-20,Persons,1.342,7818
0-5 years,2020-21,Persons,1.705,6284
0-5 years,2021-22,Persons,2.029,6205
0-5 years,2017-18,Persons,0.078,5569
0-5 years,2018-19,Persons,0.121,489
0-5 years,2019-20,Persons,0.098,887
0-5 years,2020-21,Persons,0.1,2034
0-5 years,2021-22,Persons,0.07,2257
0-5 years,2017-18,Persons,0.239,11474
0-5 years,2018-19,Persons,0.342,8827
0-5 years,2019-20,Persons,0.321,18182
0-5 years,2020-21,Persons,0.35,15627
0-5 years,2021-22,Persons,0.309,13126
0-5 years,2017-18,Persons,0.177,8264
0-5 years,2018-19,Persons,0.16,7936
0-5 years,2019-20,Persons,0.139,9095
0-5 years,2020-21,Persons,0.183,6040
0-5 years,2021-22,Persons,0.194,7962
0-5 years,2017-18,Persons,0.57,9915
0-5 years,2018-19,Persons,0.645,9636
0-5 years,2019-20,Persons,0.624,9757
0-5 years,2020-21,Persons,0.69,10162
0-5 years,2021-22,Persons,0.782,9771
0-5 years,2017-18,Persons,3.443,7311
0-5 years,2018-19,Persons,3.556,7981
0-5 years,2019-20,Persons,3.301,9433
0-5 years,2020-21,Persons,4.479,6441
0-5 years,2021-22,Persons,5.37,6759
0-5 years,2017-18,Persons,0.467,9829
0-5 years,2018-19,Persons,0.467,10532
0-5 years,2019-20,Persons,0.488,11615
0-5 years,2020-21,Persons,0.568,14653
0-5 years,2021-22,Persons,0.475,9582
0-5 years,2017-18,Persons,0.615,5558
0-5 years,2018-19,Persons,0.582,5315
0-5 years,2019-20,Persons,0.665,7225
0-5 years,2020-21,Persons,0.646,10231
0-5 years,2021-22,Persons,0.536,7491
0-5 years,2017-18,Persons,1.808,15702
0-5 years,2018-19,Persons,1.763,15887
0-5 years,2019-20,Persons,1.763,15693
0-5 years,2020-21,Persons,2.354,13267
0-5 years,2021-22,Persons,2.573,13137
0-5 years,2017-18,Persons,0.096,6266
0-5 years,2018-19,Persons,0.106,6342
0-5 years,2019-20,Persons,0.103,7988
0-5 years,2020-21,Persons,0.117,7946
0-5 years,2021-22,Persons,0.113,2999
0-5 years,2017-18,Persons,0.951,9285
0-5 years,2018-19,Persons,1.123,10691
0-5 years,2019-20,Persons,1.174,12403
0-5 years,2020-21,Persons,1.408,10198
0-5 years,2021-22,Persons,1.199,9813
0-5 years,2017-18,Persons,20.028,10387
0-5 years,2018-19,Persons,20.423,10881
0-5 years,2019-20,Persons,20.096,12204
0-5 years,2020-21,Persons,23.735,9720
0-5 years,2021-22,Persons,23.985,9353
0-5 years,2017-18,Persons,0.839,4357
0-5 years,2018-19,Persons,0.73,4351
0-5 years,2019-20,Persons,0.715,4295
0-5 years,2020-21,Persons,0.75,4862
0-5 years,2021-22,Persons,0.528,5098
0-5 years,2017-18,Persons,1.27,25599
0-5 years,2018-19,Persons,1.315,22212
0-5 years,2019-20,Persons,1.163,28232
0-5 years,2020-21,Persons,1.261,23087
0-5 years,2021-22,Persons,1.23,25144
0-5 years,2017-18,Persons,1.597,19370
0-5 years,2018-19,Persons,1.366,20069
0-5 years,2019-20,Persons,1.208,20619
0-5 years,2020-21,Persons,1.063,19792
0-5 years,2021-22,Persons,0.858,18390
0-5 years,2017-18,Persons,0.413,18700
0-5 years,2018-19,Persons,0.393,20501
0-5 years,2019-20,Persons,0.339,25084
0-5 years,2020-21,Persons,0.361,15165
0-5 years,2021-22,Persons,0.331,15382
0-5 years,2017-18,Persons,0.531,15711
0-5 years,2018-19,Persons,0.497,16181
0-5 years,2019-20,Persons,0.503,18003
0-5 years,2020-21,Persons,0.514,13976
0-5 years,2021-22,Persons,0.577,14403
0-5 years,2017-18,Persons,0.465,7621
0-5 years,2018-19,Persons,0.469,9099
0-5 years,2019-20,Persons,0.475,8233
0-5 years,2020-21,Persons,0.546,8125
0-5 years,2021-22,Persons,0.615,5989
0-5 years,2017-18,Persons,0.716,6600
0-5 years,2018-19,Persons,0.762,6844
0-5 years,2019-20,Persons,0.84,7630
0-5 years,2020-21,Persons,0.996,6544
0-5 years,2021-22,Persons,1.126,7534
0-5 years,2017-18,Persons,0.031,8969
0-5 years,2018-19,Persons,0.046,981
0-5 years,2019-20,Persons,0.045,951
0-5 years,2020-21,Persons,0.047,1768
0-5 years,2021-22,Persons,0.031,929
0-5 years,2017-18,Persons,0.126,14275
0-5 years,2018-19,Persons,0.157,9752
0-5 years,2019-20,Persons,0.152,18927
0-5 years,2020-21,Persons,0.172,15581
0-5 years,2021-22,Persons,0.169,15361
0-5 years,2017-18,Persons,0.1,8858
0-5 years,2018-19,Persons,0.085,8473
0-5 years,2019-20,Persons,0.068,12772
0-5 years,2020-21,Persons,0.071,9561
0-5 years,2021-22,Persons,0.09,8090
0-5 years,2017-18,Persons,0.319,10617
0-5 years,2018-19,Persons,0.304,11528
0-5 years,2019-20,Persons,0.294,11873
0-5 years,2020-21,Persons,0.327,12898
0-5 years,2021-22,Persons,0.424,14069
0-5 years,2017-18,Persons,1.933,8253
0-5 years,2018-19,Persons,1.807,9417
0-5 years,2019-20,Persons,1.719,9839
0-5 years,2020-21,Persons,2.143,7272
0-5 years,2021-22,Persons,2.463,7711
0-5 years,2017-18,Persons,0.282,9785
0-5 years,2018-19,Persons,0.228,10370
0-5 years,2019-20,Persons,0.226,10039
0-5 years,2020-21,Persons,0.268,16625
0-5 years,2021-22,Persons,0.247,9966
0-5 years,2017-18,Persons,0.344,7492
0-5 years,2018-19,Persons,0.274,7055
0-5 years,2019-20,Persons,0.272,9470
0-5 years,2020-21,Persons,0.254,11512
0-5 years,2021-22,Persons,0.229,9680
0-5 years,2017-18,Persons,0.885,19427
0-5 years,2018-19,Persons,0.84,20419
0-5 years,2019-20,Persons,0.822,18231
0-5 years,2020-21,Persons,1.004,15437
0-5 years,2021-22,Persons,1.188,16238
0-5 years,2017-18,Persons,0.059,7474
0-5 years,2018-19,Persons,0.051,8455
0-5 years,2019-20,Persons,0.053,3323
0-5 years,2020-21,Persons,0.039,5586
0-5 years,2021-22,Persons,0.047,6045
0-5 years,2017-18,Persons,0.506,9659
0-5 years,2018-19,Persons,0.55,11603
0-5 years,2019-20,Persons,0.532,13000
0-5 years,2020-21,Persons,0.594,9699
0-5 years,2021-22,Persons,0.487,11136
0-5 years,2017-18,Persons,11.138,12322
0-5 years,2018-19,Persons,10.471,12798
0-5 years,2019-20,Persons,9.859,13598
0-5 years,2020-21,Persons,10.781,11181
0-5 years,2021-22,Persons,10.947,11453
0-5 years,2017-18,Persons,0.805,2846
0-5 years,2018-19,Persons,0.67,2850
0-5 years,2019-20,Persons,0.739,2894
0-5 years,2020-21,Persons,0.84,4011
0-5 years,2021-22,Persons,0.673,3993
0-5 years,2017-18,Persons,0.818,17556
0-5 years,2018-19,Persons,0.997,18783
0-5 years,2019-20,Persons,0.971,23604
0-5 years,2020-21,Persons,1.242,17797
0-5 years,2021-22,Persons,1.168,18317
0-5 years,2017-18,Persons,0.896,15069
0-5 years,2018-19,Persons,0.963,18314
0-5 years,2019-20,Persons,1.036,17852
0-5 years,2020-21,Persons,1.098,17714
0-5 years,2021-22,Persons,0.811,16715
0-5 years,2017-18,Persons,0.269,13413
0-5 years,2018-19,Persons,0.314,15443
0-5 years,2019-20,Persons,0.275,18763
0-5 years,2020-21,Persons,0.395,12019
0-5 years,2021-22,Persons,0.336,12385
0-5 years,2017-18,Persons,0.627,10848
0-5 years,2018-19,Persons,0.774,10828
0-5 years,2019-20,Persons,0.88,12962
0-5 years,2020-21,Persons,1.059,10958
0-5 years,2021-22,Persons,1.112,10189
0-5 years,2017-18,Persons,0.72,4597
0-5 years,2018-19,Persons,0.79,5436
0-5 years,2019-20,Persons,0.927,5239
0-5 years,2020-21,Persons,1.238,5114
0-5 years,2021-22,Persons,1.518,4149
0-5 years,2017-18,Persons,0.332,6585
0-5 years,2018-19,Persons,0.471,6299
0-5 years,2019-20,Persons,0.511,8324
0-5 years,2020-21,Persons,0.708,5719
0-5 years,2021-22,Persons,0.905,5067
0-5 years,2017-18,Persons,0.047,2865
0-5 years,2018-19,Persons,0.069,434
0-5 years,2019-20,Persons,0.053,837
0-5 years,2020-21,Persons,0.055,2099
0-5 years,2021-22,Persons,0.038,2582
0-5 years,2017-18,Persons,0.116,11217
0-5 years,2018-19,Persons,0.177,7706
0-5 years,2019-20,Persons,0.173,18161
0-5 years,2020-21,Persons,0.183,15676
0-5 years,2021-22,Persons,0.143,11203
0-5 years,2017-18,Persons,0.075,6953
0-5 years,2018-19,Persons,0.076,7715
0-5 years,2019-20,Persons,0.068,7537
0-5 years,2020-21,Persons,0.112,5358
0-5 years,2021-22,Persons,0.113,7669
0-5 years,2017-18,Persons,0.259,8701
0-5 years,2018-19,Persons,0.338,8548
0-5 years,2019-20,Persons,0.321,8971
0-5 years,2020-21,Persons,0.368,8219
0-5 years,2021-22,Persons,0.352,6591
0-5 years,2017-18,Persons,1.507,6323
0-5 years,2018-19,Persons,1.745,6374
0-5 years,2019-20,Persons,1.584,8817
0-5 years,2020-21,Persons,2.334,5801
0-5 years,2021-22,Persons,2.907,6012
0-5 years,2017-18,Persons,0.19,10301
0-5 years,2018-19,Persons,0.243,10887
0-5 years,2019-20,Persons,0.265,12138
0-5 years,2020-21,Persons,0.294,13365
0-5 years,2021-22,Persons,0.223,9215
0-5 years,2017-18,Persons,0.267,3611
0-5 years,2018-19,Persons,0.31,4507
0-5 years,2019-20,Persons,0.393,5526
0-5 years,2020-21,Persons,0.389,8734
0-5 years,2021-22,Persons,0.312,6684
0-5 years,2017-18,Persons,0.924,11888
0-5 years,2018-19,Persons,0.922,11957
0-5 years,2019-20,Persons,0.943,14160
0-5 years,2020-21,Persons,1.343,11767
0-5 years,2021-22,Persons,1.386,11100
0-5 years,2017-18,Persons,0.043,4594
0-5 years,2018-19,Persons,0.059,3756
0-5 years,2019-20,Persons,0.051,12145
0-5 years,2020-21,Persons,0.075,9903
0-5 years,2021-22,Persons,0.066,2174
0-5 years,2017-18,Persons,0.447,8602
0-5 years,2018-19,Persons,0.574,9695
0-5 years,2019-20,Persons,0.639,12018
0-5 years,2020-21,Persons,0.816,10492
0-5 years,2021-22,Persons,0.711,9098
0-5 years,2017-18,Persons,8.887,8404
0-5 years,2018-19,Persons,9.947,9088
0-5 years,2019-20,Persons,10.236,10896
0-5 years,2020-21,Persons,12.944,8749
0-5 years,2021-22,Persons,13.037,7818
0-5 years,2017-18,Males,0.182,3754
0-5 years,2018-19,Males,0.135,6324
0-5 years,2019-20,Males,0.141,6189
0-5 years,2020-21,Males,0.156,10354
0-5 years,2021-22,Males,0.1,14676
0-5 years,2017-18,Males,0.414,17673
0-5 years,2018-19,Males,0.525,19429
0-5 years,2019-20,Males,0.471,24727
0-5 years,2020-21,Males,0.523,21112
0-5 years,2021-22,Males,0.358,18992
0-5 years,2017-18,Males,1.214,16725
0-5 years,2018-19,Males,1.158,18348
0-5 years,2019-20,Males,1.053,18410
0-5 years,2020-21,Males,0.945,17928
0-5 years,2021-22,Males,0.599,14998
0-5 years,2017-18,Males,0.206,15029
0-5 years,2018-19,Males,0.187,23015
0-5 years,2019-20,Males,0.168,21878
0-5 years,2020-21,Males,0.239,14347
0-5 years,2021-22,Males,0.189,12725
0-5 years,2017-18,Males,0.355,12826
0-5 years,2018-19,Males,0.334,15952
0-5 years,2019-20,Males,0.36,16569
0-5 years,2020-21,Males,0.423,14431
0-5 years,2021-22,Males,0.389,12213
0-5 years,2017-18,Males,0.279,5977
0-5 years,2018-19,Males,0.3,8234
0-5 years,2019-20,Males,0.301,6875
0-5 years,2020-21,Males,0.453,7018
0-5 years,2021-22,Males,0.37,6560
0-5 years,2017-18,Males,0.347,7797
0-5 years,2018-19,Males,0.394,7803
0-5 years,2019-20,Males,0.432,9145
0-5 years,2020-21,Males,0.509,7746
0-5 years,2021-22,Males,0.544,8398
0-5 years,2017-18,Males,0.022,9993
0-5 years,2018-19,Males,0.019,7606
0-5 years,2019-20,Males,0.015,16773
0-5 years,2020-21,Males,0.018,2206
0-5 years,2021-22,Males,0.016,6827
0-5 years,2017-18,Males,0.06,24092
0-5 years,2018-19,Males,0.086,16422
0-5 years,2019-20,Males,0.099,19011
0-5 years,2020-21,Males,0.111,18580
0-5 years,2021-22,Males,0.098,16848
0-5 years,2017-18,Males,0.063,10574
0-5 years,2018-19,Males,0.046,11449
0-5 years,2019-20,Males,0.045,11108
0-5 years,2020-21,Males,0.047,6961
0-5 years,2021-22,Males,0.037,12488
0-5 years,2017-18,Males,0.151,20266
0-5 years,2018-19,Males,0.171,20030
0-5 years,2019-20,Males,0.142,14364
0-5 years,2020-21,Males,0.157,13997
0-5 years,2021-22,Males,0.176,14597
0-5 years,2017-18,Males,0.672,8683
0-5 years,2018-19,Males,0.7,8682
0-5 years,2019-20,Males,0.708,10433
0-5 years,2020-21,Males,0.964,7350
0-5 years,2021-22,Males,0.987,8283
0-5 years,2017-18,Males,0.14,18726
0-5 years,2018-19,Males,0.13,16811
0-5 years,2019-20,Males,0.129,23080
0-5 years,2020-21,Males,0.182,20783
0-5 years,2021-22,Males,0.166,15324
0-5 years,2017-18,Males,0.097,9424
0-5 years,2018-19,Males,0.104,8070
0-5 years,2019-20,Males,0.119,8062
0-5 years,2020-21,Males,0.103,13151
0-5 years,2021-22,Males,0.064,8763
0-5 years,2017-18,Males,0.282,19530
0-5 years,2018-19,Males,0.25,25259
0-5 years,2019-20,Males,0.202,15683
0-5 years,2020-21,Males,0.301,16940
0-5 years,2021-22,Males,0.319,14857
0-5 years,2017-18,Males,0.02,7927
0-5 years,2018-19,Males,0.02,7164
0-5 years,2019-20,Males,0.022,3192
0-5 years,2020-21,Males,0.025,10487
0-5 years,2021-22,Males,0.017,2000
0-5 years,2017-18,Males,0.274,11240
0-5 years,2018-19,Males,0.315,13080
0-5 years,2019-20,Males,0.331,14592
0-5 years,2020-21,Males,0.441,13612
0-5 years,2021-22,Males,0.262,13398
0-5 years,2017-18,Males,5.177,13275
0-5 years,2018-19,Males,5.264,14837
0-5 years,2019-20,Males,5.034,14662
0-5 years,2020-21,Males,5.87,12462
0-5 years,2021-22,Males,4.849,11443
0-5 years,2017-18,Females,0.122,4270
0-5 years,2018-19,Females,0.124,4071
0-5 years,2019-20,Females,0.099,5066
0-5 years,2020-21,Females,0.098,5345
0-5 years,2021-22,Females,0.058,3564
0-5 years,2017-18,Females,0.041,12994
0-5 years,2018-19,Females,0.048,10620
0-5 years,2019-20,Females,0.054,15817
0-5 years,2020-21,Females,0.075,11570
0-5 years,2021-22,Females,0.074,9543
0-5 years,2017-18,Females,0.034,21498
0-5 years,2018-19,Females,0.047,15631
0-5 years,2019-20,Females,0.075,12339
0-5 years,2020-21,Females,0.075,20889
0-5 years,2021-22,Females,0.039,13196
0-5 years,2017-18,Females,0.038,12570
0-5 years,2018-19,Females,0.046,9110
0-5 years,2019-20,Females,0.029,23212
0-5 years,2020-21,Females,0.041,10098
0-5 years,2021-22,Females,0.049,8505
0-5 years,2017-18,Females,0.155,10751
0-5 years,2018-19,Females,0.226,10221
0-5 years,2019-20,Females,0.26,12813
0-5 years,2020-21,Females,0.274,10968
0-5 years,2021-22,Females,0.264,10183
0-5 years,2017-18,Females,0.153,4857
0-5 years,2018-19,Females,0.167,4915
0-5 years,2019-20,Females,0.17,5911
0-5 years,2020-21,Females,0.241,6415
0-5 years,2021-22,Females,0.254,4233
0-5 years,2017-18,Females,0.02,16667
0-5 years,2018-19,Females,0.02,6511
0-5 years,2019-20,Females,0.027,5621
0-5 years,2020-21,Females,0.042,6688
0-5 years,2021-22,Females,0.043,3218
0-5 years,2017-18,Females,0.011,6644
0-5 years,2018-19,Females,0.01,13666
0-5 years,2019-20,Females,0.01,10007
0-5 years,2020-21,Females,0.01,3479
0-5 years,2021-22,Females,0.006,4471
0-5 years,2017-18,Females,0.033,11970
0-5 years,2018-19,Females,0.044,10563
0-5 years,2019-20,Females,0.036,37355
0-5 years,2020-21,Females,0.041,15838
0-5 years,2021-22,Females,0.026,10607
0-5 years,2017-18,Females,0.021,3251
0-5 years,2018-19,Females,0.013,5226
0-5 years,2019-20,Females,0.014,12374
0-5 years,2020-21,Females,0.018,2996
0-5 years,2021-22,Females,0.015,18278
0-5 years,2017-18,Females,0.057,9699
0-5 years,2018-19,Females,0.076,12531
0-5 years,2019-20,Females,0.067,15443
0-5 years,2020-21,Females,0.095,12211
0-5 years,2021-22,Females,0.079,9342
0-5 years,2017-18,Females,0.212,5460
0-5 years,2018-19,Females,0.264,4209
0-5 years,2019-20,Females,0.203,8497
0-5 years,2020-21,Females,0.307,5549
0-5 years,2021-22,Females,0.378,5493
0-5 years,2017-18,Females,0.04,31561
0-5 years,2018-19,Females,0.054,41102
0-5 years,2019-20,Females,0.069,25248
0-5 years,2020-21,Females,0.073,34766
0-5 years,2021-22,Females,0.038,11886
0-5 years,2017-18,Females,0.09,6575
0-5 years,2018-19,Females,0.12,5769
0-5 years,2019-20,Females,0.123,11520
0-5 years,2020-21,Females,0.12,9739
0-5 years,2021-22,Females,0.089,6396
0-5 years,2017-18,Females,0.454,13163
0-5 years,2018-19,Females,0.414,16883
0-5 years,2019-20,Females,0.391,11875
0-5 years,2020-21,Females,0.6,11565
0-5 years,2021-22,Females,0.493,12169
0-5 years,2017-18,Females,0.008,7926
0-5 years,2018-19,Females,0.013,2103
0-5 years,2019-20,Females,0.011,5706
0-5 years,2020-21,Females,0.026,3075
0-5 years,2021-22,Females,0.025,1387
0-5 years,2017-18,Females,0.063,8263
0-5 years,2018-19,Females,0.085,7472
0-5 years,2019-20,Females,0.084,12306
0-5 years,2020-21,Females,0.111,8372
0-5 years,2021-22,Females,0.068,9018
0-5 years,2017-18,Females,1.626,9024
0-5 years,2018-19,Females,1.836,8893
0-5 years,2019-20,Females,1.804,11382
0-5 years,2020-21,Females,2.304,8939
0-5 years,2021-22,Females,2.033,7167
0-5 years,2017-18,Persons,0.3,3850
0-5 years,2018-19,Persons,0.253,4991
0-5 years,2019-20,Persons,0.248,5502
0-5 years,2020-21,Persons,0.251,6779
0-5 years,2021-22,Persons,0.154,8858
0-5 years,2017-18,Persons,0.455,17219
0-5 years,2018-19,Persons,0.568,18912
0-5 years,2019-20,Persons,0.52,23700
0-5 years,2020-21,Persons,0.594,18769
0-5 years,2021-22,Persons,0.433,16397
0-5 years,2017-18,Persons,0.02,7498
